company,site,permit,activity_reference,is_shellfishery,is_bathing_beach,spill_duration,spill_count,reporting_coverage_pct,comments
Yorkshire Water,FRASER ROAD/CSO,WRA9113,A1,,,1.78,6.0,100.0,WRA9113 A1
Yorkshire Water,FRIZLEY GARDENS/CSO,C5060,1,,,50.27,27.0,100.0,C5060 1
Yorkshire Water,FRYSTON COMMON LANE/2 CSO,27/24/0204,2,,,1.05,1.0,99.81,27/24/0204 2
Yorkshire Water,FRYSTON/CSO,NPSWQD009929,A2,,,8.32,6.0,100.0,NPSWQD009929 A2
Yorkshire Water,FULFORD MAIN STREET/CSO,952,A1,,,48.7,53.0,100.0,952 A1
Yorkshire Water,FULFORD/NO 2 SPS,27/24/0146,1,,,1149.93,69.0,99.86,27/24/0146 1
Yorkshire Water,FULNECK/CSO,WRA8590,A1,,,36.03,26.0,100.0,WRA8590 A1
Yorkshire Water,FULWITHMILL FARM/NO 2 CSO,27/21/0144,A1,,,0.0,0.0,97.44,27/21/0144 A1
Yorkshire Water,FURLONG POND/NO 2 CSO,3640(SS),A1,,,25.44,22.0,99.84,3640(SS) A1
Yorkshire Water,FURNIVAL ROAD/CSO,WRA8710,A1,,,0.5,1.0,100.0,WRA8710 A1
Yorkshire Water,GALE LANE/NO 2 CSO,27/25/0121,3,,,43.68,25.0,75.6,Instrumentation Issue Impacted on availability - resolution ongoing 27/25/0121 3
Yorkshire Water,GALPHAY/CSO,WADC179,A2,,,139.85,15.0,82.15,Instrumentation Issue Impacted on availability - issue resolved WADC179 A2
Yorkshire Water,GARFORTH TANKS/CSO,WRA7537,1,,,438.06,42.0,100.0,WRA7537 1
Yorkshire Water,GARFORTH/STW,2225,2,,,806.29,69.0,99.82,2225 2
Yorkshire Water,GARGRAVE HIGH STREET/CSO,WADC1011,A1,,,5.68,2.0,99.99,WADC1011 A1
Yorkshire Water,GARGRAVE ROAD/NO 2 CSO,WRA8138,A1,,,28.75,17.0,99.78,WRA8138 A1
Yorkshire Water,GARGRAVE/STW,2855,A2,,,0.0,0.0,0.0,2855 A2
Yorkshire Water,GAS WORKS LANE/CSO,WRA8762,1,,,14.47,2.0,100.0,WRA8762 1
Yorkshire Water,GASWORKS STREET/CSO,WRA9178,A1,,,18.92,17.0,100.0,WRA9178 A1
Yorkshire Water,GAWTHORPE MAIN ST/CSO,WRA8578,A1,,,242.42,3.0,95.98,WRA8578 A1
Yorkshire Water,GELDERD RD SCHOOL/2 CSO,WRA7965,1,,,0.0,0.0,100.0,WRA7965 1
Yorkshire Water,GENN LANE/CSO,C5710,1,,,61.6,34.0,53.84,Instrumentation Issue Impacted on availability - issue resolved C5710 1
Yorkshire Water,GEORGE ST BRADFORD/DTK,WRA8215,1,,,126.0,16.0,92.29,WRA8215 1
Yorkshire Water,GEORGE ST DARFIELD/2 CSO,EPR/UP3222GW,A1,,,13.93,7.0,99.98,EPR/UP3222GW A1
Yorkshire Water,GEORGE ST POCKLINGTON/CSO,27/28/0150,A1,,,2.4,5.0,59.17,Instrumentation Issue Impacted on availability - resolution ongoing 27/28/0150 A1
Yorkshire Water,GHYLL ROYD/CSO,3495(SS),A1,,,68.01,31.0,100.0,3495(SS) A1
Yorkshire Water,GIBSON LANE/NO 2 CSO,WRA8520,A1,,,8.99,21.0,8.67,Instrumentation Issue Impacted on availability - issue resolved WRA8520 A1
Yorkshire Water,GILBERDYKE/CSO,WADC1368,A1,,,0.0,0.0,95.04,WADC1368 A1
Yorkshire Water,GILBERDYKE/STW,WRA8281,2,,,387.39,130.0,99.23,WRA8281 2
Yorkshire Water,GILLING EAST/STW,617,2,,,573.52,47.0,99.98,617 2
Yorkshire Water,GILLING WEST/STW,27/23/0141,A2,,,272.32,80.0,99.79,27/23/0141 A2
Yorkshire Water,GILSTEAD LANE 128/CSO,WRA8139,A1,,,364.44,86.0,100.0,WRA8139 A1
Yorkshire Water,GILSTEAD LANE 130/2 CSO,WRA8127,A1,,,71.31,20.0,100.0,WRA8127 A1
Yorkshire Water,GLAISDALE/STW,27/29/0105,2,,,13.72,6.0,99.45,27/29/0105 2
Yorkshire Water,GLAPWELL BACK LANE/CSO,3697(SS),A1,,,1.58,4.0,99.74,3697(SS) A1
Yorkshire Water,GLASS HOUGHTON/CSO,WADC76,A2,,,27.82,47.0,95.22,WADC76 A2
Yorkshire Water,GLASSHOUSES BRIDGE/CSO,3423(SS),A1,,,303.78,49.0,99.73,3423(SS) A1
Yorkshire Water,GLEADLESS ROAD HEELEY/CSO,EPR/CB3597RU,A1,,,0.0,0.0,100.0,EPR/CB3597RU A1
Yorkshire Water,GLEADLESS ROAD/CSO,WRA9148,A1,,,51.43,35.0,89.42,Instrumentation Issue Impacted on availability - issue resolved WRA9148 A1
Yorkshire Water,GLEDHOW LANE/CSO,WRA8133,A1,,,44.72,64.0,100.0,WRA8133 A1
Yorkshire Water,GLEN BRIDGE/CSO,WRA7981,A1,,,0.47,2.0,100.0,WRA7981 A1
Yorkshire Water,GLEN LEE LANE/CSO,WRA9102,1,,,2.13,8.0,75.53,Instrumentation Issue Impacted on availability - issue resolved WRA9102 1
Yorkshire Water,GLENHOLME ROAD/CSO,C4967,1,,,90.76,34.0,100.0,C4967 1
Yorkshire Water,GLENOIT MILL/CSO,1126,A1,,,22.58,12.0,95.7,1126 A1
Yorkshire Water,GLOBE ROAD/CSO,WRA9118,1,,,0.0,0.0,88.67,Instrumentation Issue Impacted on availability - issue resolved WRA9118 1
Yorkshire Water,GLYNNDALE DRIVE/CSO,WRA6696,1,,,20.87,7.0,100.0,WRA6696 1
Yorkshire Water,GOATHLAND GRNWAY/CSO,27/29/0059,A2,,,207.74,28.0,100.0,27/29/0059 A2
Yorkshire Water,GOATHLAND/NO 3 STW,27/29/0065,2,,,483.4,92.0,99.64,27/29/0065 2
Yorkshire Water,GODDARD HALL ROAD/CSO,WRA8708,1,,,0.0,0.0,37.29,Instrumentation Issue Impacted on availability - issue resolved WRA8708 1
Yorkshire Water,GODRIC ROAD/CSO,WRA9191,A1,,,46.9,21.0,93.6,WRA9191 A1
Yorkshire Water,GOLCAR BROOK LANE/CSO,WRA7462,1,,,0.0,0.0,0.0,Instrumentation Issue Impacted on availability - resolution ongoing WRA7462 1
Yorkshire Water,GOLDSBOROUGH/CSO,27/21/0119,1,,,0.0,0.0,100.0,27/21/0119 1
Yorkshire Water,GOODMANHAM/CSO,WADC192,1,,,6.47,3.0,81.28,Instrumentation Issue Impacted on availability - issue resolved WADC192 1
Yorkshire Water,GOOLE CARR LANE/CSO,2213(T),1,,,83.64,68.0,0.0,2213(T) 1
Yorkshire Water,GOOLE LOCK HILL/CSO,WRA7557,A2,,,3.22,4.0,100.0,WRA7557 A2
Yorkshire Water,GORDON STREET/CSO,WRA8055,1,,,207.02,86.0,100.0,WRA8055 1
Yorkshire Water,GORDON TERRACE/CSO,WRA7457,A1,,,388.98,204.0,99.02,WRA7457 A1
Yorkshire Water,GOWDALL/CSO,EPR/QB3697VB,A1,,,11.87,23.0,98.55,EPR/QB3697VB A1
Yorkshire Water,GRAFTON BRIDGE/CSO,WRA7691,A2,,,813.52,43.0,93.94,WRA7691 A2
Yorkshire Water,GRANGE MOOR/CSO,C4480(SS),A1,,,0.0,0.0,0.0,Instrumentation Issue Impacted on availability - resolution ongoing C4480(SS) A1
Yorkshire Water,GRANGE ROAD 7/CSO,3319(SS),A1,,,103.85,43.0,99.92,3319(SS) A1
Yorkshire Water,GRANVILLE ROAD/CSO,C4968,1,,,19.03,29.0,100.0,C4968 1
Yorkshire Water,GRASSHILL FARM/CSO,WRA8716,A1,,,0.0,0.0,100.0,WRA8716 A1
Yorkshire Water,GRASSINGTON/STW,27/19/0075,A2,,,340.44,76.0,99.87,27/19/0075 A2
Yorkshire Water,GREASBROUGH/CSO,3670(SS),A1,,,148.16,68.0,100.0,3670(SS) A1
Yorkshire Water,GREAT BARUGH/STW,27/25/0097,2,,,0.0,0.0,0.0,Instrumentation Issue Impacted on availability - resolution ongoing 27/25/0097 2
Yorkshire Water,GREAT CLIFF/STW,2413,2,,,739.48,59.0,100.0,2413 2
Yorkshire Water,GREAT CRAKEHALL/CSO,27/23/0128,1,,,24.48,9.0,100.0,27/23/0128 1
Yorkshire Water,GREAT HATFIELD/NO 2 STW,WRA8394,2,,,383.58,52.0,85.23,Instrumentation Issue Impacted on availability - resolution ongoing WRA8394 2
Yorkshire Water,GREAT HORTON ROAD/CSO,WRA9298,A1,,,523.63,127.0,96.38,WRA9298 A1
Yorkshire Water,GREAT HOUGHTON/CSO,WRA7840,A2,,,12.63,10.0,98.82,WRA7840 A2
Yorkshire Water,GREAT NORTH RD ADWICK/CSO,EPR/UP3223KQ,A1,,,0.0,0.0,94.84,EPR/UP3223KQ A1
Yorkshire Water,GREAT NORTH ROAD/NO 2 CSO,27/24/0239,A1,,,4.63,9.0,99.9,27/24/0239 A1
Yorkshire Water,GREAT OUSEBURN EAST/CSO,3352(SS),1,,,231.87,82.0,54.79,Instrumentation Issue Impacted on availability - issue resolved 3352(SS) 1
Yorkshire Water,GREAT OUSEBURN/CSO,27/22/0092,A2,,,54.74,22.0,100.0,27/22/0092 A2
Yorkshire Water,GREEN BROOK PLACE/CSO,EPR/EP3225XP,A1,,,2.87,3.0,100.0,EPR/EP3225XP A1
Yorkshire Water,GREEN END/NO 2 CSO,WRA8096,A1,,,512.57,103.0,56.71,Instrumentation Issue Impacted on availability - resolution ongoing WRA8096 A1
Yorkshire Water,GREEN LANE 125/CSO,WRA9245,A1,,,228.65,77.0,100.0,WRA9245 A1
Yorkshire Water,GREEN LANE 206/CSO,WRA8231,1,,,5.25,14.0,100.0,WRA8231 1
Yorkshire Water,GREEN LANE JUNCTION/2 CSO,2756,A1,,,0.0,0.0,58.25,Instrumentation Issue Impacted on availability - issue resolved 2756 A1
Yorkshire Water,GREENFIELDS ROAD/NO 3 CSO,27/21/0152,A1,,,0.25,1.0,95.96,27/21/0152 A1
Yorkshire Water,GREENGATE LANE/CSO,C5604,A1,,,1.76,5.0,100.0,C5604 A1
Yorkshire Water,GREENHILL PARK PAV/CSO,3714(SS),1,,,7.43,4.0,100.0,3714(SS) 1
Yorkshire Water,GREENHILL PARK/CSO,3715(SS),1,,,1.37,1.0,98.96,3715(SS) 1
Yorkshire Water,GREENLAND ROAD/CSO,WRA8156,1,,,20.33,13.0,100.0,WRA8156 1
Yorkshire Water,GREENLAND WAY/CSO,WRA8158,A1,,,3.58,8.0,97.06,WRA8158 A1
Yorkshire Water,GREENSPRING AVENUE/CSO,C5340,A1,,,16.42,19.0,100.0,C5340 A1
Yorkshire Water,GREWELTHORPE/CSO,27/22/0059,2,,,306.73,63.0,83.7,Instrumentation Issue Impacted on availability - issue resolved 27/22/0059 2
Yorkshire Water,GREY CLOSE/CSO,WADC1390,1,,,146.17,20.0,100.0,WADC1390 1
Yorkshire Water,GREYS BRIDGE/CSO,WRA9258,1,,,0.0,0.0,77.99,Instrumentation Issue Impacted on availability - issue resolved WRA9258 1
Yorkshire Water,GRIMETHORPE/STW/3XDWF OVERFLOW,2246,A2,,,503.64,40.0,99.9,2246 A2
Yorkshire Water,GRIMETHORPE/STW/6XDWF OVERFLOW,2246,A3,,,0.42,3.0,99.81,2246 A3
Yorkshire Water,GRIMSTON/CSO,WRA8859,2,,,0.0,0.0,100.0,WRA8859 2
Yorkshire Water,GRISTHORPE TANK/CSO,3792(SS),A1,,,12.82,4.0,64.54,Instrumentation Issue Impacted on availability - issue resolved 3792(SS) A1
Yorkshire Water,GROSMONT/STW,27/29/0106,A2,,,377.5,37.0,100.0,27/29/0106 A2
Yorkshire Water,GROSMONT/STW,27/29/0106,A3,,,87.15,50.0,99.46,27/29/0106 A3
Yorkshire Water,GROSVENOR TERRACE/CSO,27/24/0452,A1,,,67.65,153.0,99.8,27/24/0452 A1
Yorkshire Water,GROVE LANE/CSO,WA6066,1,,,0.0,0.0,99.79,WA6066 1
Yorkshire Water,GUNNERSIDE/NO 2 STW,27/23/0108,2,,,391.8,68.0,99.27,27/23/0108 2
Yorkshire Water,HACKFORTH/NO 2 STW,27/23/0273,2,,,0.0,0.0,100.0,27/23/0273 2
Yorkshire Water,HAIGH HALL/CSO,3152,A1,,,13.57,10.0,99.77,3152 A1
Yorkshire Water,HALFWAY HOUSE/CSO,WADC981,1,,,144.01,12.0,98.05,WADC981 1
Yorkshire Water,HALIFAX COPLEY/STW,WRA7510,2,,,656.99,49.0,99.11,WRA7510 2
Yorkshire Water,HALIFAX COPLEY/STW,WRA7510,3,,,380.64,29.0,0.0,WRA7510 3
Yorkshire Water,HALIFAX COPLEY/STW,WRA7510,4,,,157.28,39.0,0.0,WRA7510 4
Yorkshire Water,HALIFAX OLD ROAD/CSO,E2,9,,,76.38,30.0,99.82,E2 9
Yorkshire Water,HALL INGS/CSO,1374,A1,,,0.37,1.0,100.0,1374 A1
Yorkshire Water,HALL STREET/CSO,WRA7115,1,,,0.82,1.0,85.33,Instrumentation Issue Impacted on availability - issue resolved WRA7115 1
Yorkshire Water,HALL TERRACE/CSO,WRA8620,2,,,8.37,11.0,98.72,WRA8620 2
Yorkshire Water,HALSALL AVENUE/CSO,WRA8224,7,,,38.32,36.0,74.91,Instrumentation Issue Impacted on availability - issue resolved WRA8224 7
Yorkshire Water,HALTON DEAN TIP/CSO,1032,1,,,0.0,0.0,100.0,1032 1
Yorkshire Water,HAMBLETON ROAD/CSO,QC.27/21/0050,A1,,,0.0,0.0,100.0,QC.27/21/0050 A1
Yorkshire Water,HAMELINE ROAD/NO 2 CSO,WRA7381,3,,,0.0,0.0,100.0,WRA7381 3
Yorkshire Water,HAMILTON DRIVE WEST/CSO,27/24/0438,1,,,0.0,0.0,100.0,27/24/0438 1
Yorkshire Water,HAMILTON DRIVE YORK/CSO,27/24/0285,A1,,,11.48,4.0,100.0,27/24/0285 A1
Yorkshire Water,HANDSWORTH ROAD/NO 2 CSO,WRA8159,A1,,,25.07,38.0,97.17,WRA8159 A1
Yorkshire Water,HANGINGROYD ROAD/CSO,WRA9269,1,,,0.83,2.0,77.55,Instrumentation Issue Impacted on availability - resolution ongoing WRA9269 1
Yorkshire Water,HANGINGWATER ROAD/CSO,WRA6682,A1,,,142.29,86.0,100.0,WRA6682 A1
Yorkshire Water,HARBOROUGH AVENUE/CSO,WRA8224,2,,,1.28,6.0,90.38,WRA8224 2
Yorkshire Water,HARBOUR VIEW BEDALE/CSO,528,1,,,16.28,16.0,82.5,Instrumentation Issue Impacted on availability - issue resolved 528 1
Yorkshire Water,HARDEN ROAD/CSO,WRA7996,A1,,,82.66,39.0,100.0,WRA7996 A1
Yorkshire Water,HARDHURST ROAD/CSO,WRA9215,A1,,,1498.23,132.0,93.99,WRA9215 A1
Yorkshire Water,HARDINGS LANE/CSO,NPSWQD008018,A1,,,256.53,50.0,100.0,NPSWQD008018 A1
Yorkshire Water,HARDSTOFT/CSO,WADC204,A2,,,30.15,8.0,100.0,WADC204 A2
Yorkshire Water,HAREHILLS AVENUE/NO 2 CSO,WRA8174,A1,,,307.65,77.0,100.0,WRA8174 A1
Yorkshire Water,HAREHILLS LANE/NO 2 CSO,WRA8142,A1,,,81.27,71.0,99.02,WRA8142 A1
Yorkshire Water,HARES ROAD/NO 2 CSO,WRA8141,1,,,142.22,92.0,100.0,WRA8141 1
Yorkshire Water,HARLAND WAY SPOFFORTH/CSO,EPR/UP3224GY,A1,,,0.73,1.0,100.0,EPR/UP3224GY A1
Yorkshire Water,HARLEY/STW,E620(SS),2,,,211.22,23.0,99.72,E620(SS) 2
Yorkshire Water,HARLINGTON MILL LN/CSO,WADC1142,A1,,,157.33,32.0,91.58,WADC1142 A1
Yorkshire Water,HARLINGTON ROAD/CSO,EPR/CB3598AN,A1,,,2.45,5.0,100.0,EPR/CB3598AN A1
Yorkshire Water,HARMBY/CSO,27/22/0106,1,,,169.02,32.0,90.98,27/22/0106 1
Yorkshire Water,HAROME/STW,27/25/0079,2,,,2206.05,67.0,100.0,27/25/0079 2
Yorkshire Water,HARROGATE NORTH/STW,QR.27/21/0047,2,,,610.43,53.0,99.59,QR.27/21/0047 2
Yorkshire Water,HARROGATE NORTH/STW,QR.27/21/0047,3,,,84.78,41.0,99.49,QR.27/21/0047 3
Yorkshire Water,HARROGATE ROAD 135/CSO,WRA7976,A1,,,147.76,81.0,100.0,WRA7976 A1
Yorkshire Water,HARROGATE ROAD 297/2 CSO,NPSWQD005963,A1,,,824.04,112.0,100.0,NPSWQD005963 A1
Yorkshire Water,HARROGATE ROAD 298/2 CSO,WRA8655,1,,,4.71,9.0,100.0,WRA8655 1
Yorkshire Water,HARROGATE ROAD/CSO,WADC733,A1,,,0.0,0.0,32.26,Instrumentation Issue Impacted on availability - resolution ongoing WADC733 A1
Yorkshire Water,HARROGATE SOUTH/STW,QR.27/21/0048,2,,,1354.73,71.0,99.97,QR.27/21/0048 2
Yorkshire Water,HARROWDEN ROAD/CSO,EPR/UP3225XV,A1,,,0.0,0.0,81.29,Instrumentation Issue Impacted on availability - issue resolved EPR/UP3225XV A1
Yorkshire Water,HARTLEY BROOK AVENUE/CSO,WRA9193,A1,,,0.0,0.0,15.51,Instrumentation Issue Impacted on availability - resolution ongoing WRA9193 A1
Yorkshire Water,HARTLEY BROOK ROAD/CSO,WRA9190,A1,,,12.78,15.0,88.85,Instrumentation Issue Impacted on availability - resolution ongoing WRA9190 A1
Yorkshire Water,HARTOFT STREET/CSO,27/24/0422,A1,,,257.9,22.0,99.89,27/24/0422 A1
Yorkshire Water,HASLAND BY-PASS/CSO,WRA9089,A1,,,383.5,93.0,98.41,WRA9089 A1
Yorkshire Water,HASLAND HORNS BRIDGE/CSO,3209(SS),A1,,,32.37,7.0,100.0,3209(SS) A1
Yorkshire Water,HASTILAR ROAD SOUTH/CSO,218,A1,,,3.41,17.0,100.0,218 A1
Yorkshire Water,HASTILAR ROAD/CSO,WRA8224,3,,,59.4,30.0,86.96,Instrumentation Issue Impacted on availability - issue resolved WRA8224 3
Yorkshire Water,HATFIELD WOODHOUSE/STW,T/83/45453/R,2,,,340.17,41.0,99.73,T/83/45453/R 2
Yorkshire Water,HAWES/STW,27/22/0090,2,,,578.44,104.0,99.82,27/22/0090 2
Yorkshire Water,HAWKSWELL LANE/CSO,27/28/0198,A1,,,0.06,1.0,100.0,27/28/0198 A1
Yorkshire Water,HAWKSWORTH ROAD/CSO,WRA8694,1,,,2.75,6.0,99.79,WRA8694 1
Yorkshire Water,HAWORTH/CSO,WRA8641,A1,,,283.63,69.0,100.0,WRA8641 A1
Yorkshire Water,HAWSKER/NO 2 CSO,27/29/0058,2,,,194.51,57.0,99.98,27/29/0058 2
Yorkshire Water,HAWTHORNE STREET/CSO,WRA8822,1,,,0.34,1.0,100.0,WRA8822 1
Yorkshire Water,HAXBY ROAD/CSO,WADC1003,A1,,,0.17,2.0,100.0,WADC1003 A1
Yorkshire Water,HAXBY STORM TANKS/STW,27/24/0404,1,,,5.82,3.0,99.8,27/24/0404 1
Yorkshire Water,HAYTON/STW,27/28/0183,2,,,299.24,40.0,100.0,27/28/0183 2
Yorkshire Water,HAZELWOOD STREET/CSO,WADC984,A1,,,187.83,54.0,100.0,WADC984 A1
Yorkshire Water,HEADINGLEY STATION/CSO,WRA8532,A1,,,33.18,25.0,100.0,WRA8532 A1
Yorkshire Water,HEALEY LANE/CSO,WQD002297,A1,,,3.02,3.0,99.66,WQD002297 A1
Yorkshire Water,HEALEY ROAD OSSETT/CSO,WRA8528,A1,,,258.87,89.0,99.86,WRA8528 A1
Yorkshire Water,HEATHCOTE DRIVE/CSO,2952,1,,,90.02,25.0,100.0,2952 1
Yorkshire Water,HEBBLE BROOK/CSO,555,1,,,524.6,73.0,75.54,Instrumentation Issue Impacted on availability - issue resolved 555 1
Yorkshire Water,HEBBLE LANE/CSO,WRA8132,1,,,2434.22,133.0,99.65,WRA8132 1
Yorkshire Water,HEBDEN/STW,27/19/0083,A2,,,87.7,11.0,99.78,27/19/0083 A2
Yorkshire Water,HECK CEMETERY ROAD/2 CSO,WRA8229,A1,,,0.0,0.0,100.0,WRA8229 A1
Yorkshire Water,HECKMONDWIKE/NO 2 CSO,WRA8208,A1,,,570.82,82.0,99.09,WRA8208 A1
Yorkshire Water,HEDON CHESTNUT AVE/CSO,WADC212,1,,,0.0,0.0,63.03,Instrumentation Issue Impacted on availability - issue resolved WADC212 1
Yorkshire Water,HEDON/STW,WRA7618,2,,,1.11,2.0,47.59,Instrumentation Issue Impacted on availability - resolution ongoing WRA7618 2
Yorkshire Water,HELLIWELL SYKE/NO 3 CSO,WRA8430,1,,,8.2,6.0,100.0,WRA8430 1
Yorkshire Water,HELMSLEY/STW,27/25/0082,A2,,,149.98,50.0,4.23,Instrumentation Issue Impacted on availability - resolution ongoing 27/25/0082 A2
Yorkshire Water,HELPERBY MARKET/CSO,WADC1121,A1,,,0.0,0.0,0.0,Instrumentation Issue Impacted on availability - resolution ongoing WADC1121 A1
Yorkshire Water,HELPERBY/CSO,27/23/0174,2,,,27.19,36.0,99.67,27/23/0174 2
Yorkshire Water,HELPERBY/STW,27/23/0264,2,,,49.7,10.0,100.0,27/23/0264 2
Yorkshire Water,HEMINGBROUGH NORTH/CSO,1232,1,,,0.05,1.0,0.0,1232 1
Yorkshire Water,HEMINGBROUGH/NO 2 STW,27/24/0168,2,,,0.22,1.0,99.72,27/24/0168 2
Yorkshire Water,HEPTONSTALL ROAD/CSO,WRA8417,A1,,,34.51,37.0,100.0,WRA8417 A1
Yorkshire Water,HEPWORTH ROAD/CSO,WRA9272,A1,,,22.25,7.0,100.0,WRA9272 A1
Yorkshire Water,HERRIES ROAD/NO 2 CSO,WRA8261,1,,,189.57,81.0,100.0,WRA8261 1
Yorkshire Water,HESLEY LANE/CSO,WRA9225,A1,,,0.0,0.0,85.55,Instrumentation Issue Impacted on availability - issue resolved WRA9225 A1
Yorkshire Water,HESLINGTON MAIN ST/CSO,27/24/0203,A2,,,0.98,4.0,0.0,27/24/0203 A2
Yorkshire Water,HESSAY MAIN STREET/CSO,WADC1519,A1,,,26.18,8.0,99.88,WADC1519 A1
Yorkshire Water,HETCHELL VIEW/NO 2 CSO,27/20/0117,1,,,750.19,83.0,97.56,27/20/0117 1
Yorkshire Water,HETTON GARTH/CSO,27/22/0128,1,,,61.92,9.0,95.57,27/22/0128 1
Yorkshire Water,HETTON/STW,994,2,,,132.88,34.0,100.0,994 2
Yorkshire Water,HEWORTH GREEN/NO 2 CSO,27/24/0287,A1,,,45.7,16.0,98.56,27/24/0287 A1
Yorkshire Water,HEY CLOUGH/CSO,WRA7926,A2,,,164.12,32.0,100.0,WRA7926 A2
Yorkshire Water,HIGH BRIDGE HILLSBORO/CSO,WRA8464,1,,,586.78,84.0,99.99,WRA8464 1
Yorkshire Water,HIGH GREAVE/NO 2 CSO,361,A1,,,0.0,0.0,100.0,361 A1
Yorkshire Water,HIGH HAZEL COURT/CSO,WRA8620,3,,,5.67,12.0,97.73,WRA8620 3
Yorkshire Water,HIGH ROYD TOWPATH/CSO,967,A3,,,438.01,45.0,99.71,967 A3
Yorkshire Water,HIGH ROYD/NO 2 STW/3XDWF OVERFLOW,967,A2,,,3.56,1.0,99.71,967 A2
Yorkshire Water,HIGH ST HECKMONDWIK/2 CSO,WRA8209,A1,,,47.44,36.0,97.27,WRA8209 A1
Yorkshire Water,HIGH ST SWALLOWNEST/CSO,NPSWQD006096,1,,,133.08,47.0,100.0,NPSWQD006096 1
Yorkshire Water,HIGHBURY MOUNT/CSO,WRA9292,1,,,0.0,0.0,99.62,WRA9292 1
Yorkshire Water,HIGHER COACH RD/NO 2 CSO,WRA8473,A1,,,92.15,30.0,99.82,WRA8473 A1
Yorkshire Water,HIGHFIELD LN ORGREAVE/CSO,WRA8237,1,,,3.43,4.0,100.0,WRA8237 1
Yorkshire Water,HIGHFIELD RD BUBWITH/CSO,WADC283,1,,,0.0,0.0,100.0,WADC283 1
Yorkshire Water,HIGHTOWN ROAD/NO 2 CSO,WRA8082,1,,,2.58,7.0,96.39,WRA8082 1
Yorkshire Water,HILDERTHORPE ROAD/CSO,EPR/BB3194WR,A1,,,10.0,12.0,99.79,EPR/BB3194WR A1
Yorkshire Water,HILL BRIDGE/CSO,WRA9131,A1,,,114.95,29.0,97.17,WRA9131 A1
Yorkshire Water,HILL TOP FARM/CSO,WRA8691,1,,,0.23,1.0,100.0,WRA8691 1
Yorkshire Water,HILL VIEW ROAD/NO 2 CSO,WRA7948,A1,,,113.96,39.0,100.0,WRA7948 A1
Yorkshire Water,HILLCREST AV TANK/CSO,27/26/0016,1,,,168.26,21.0,100.0,27/26/0016 1
Yorkshire Water,HILLCREST AVENUE/CSO,2481,5,,,0.0,0.0,100.0,2481 5
Yorkshire Water,HILLCREST ROAD/NO 2 CSO,WRA7969,A1,,,84.28,37.0,100.0,WRA7969 A1
Yorkshire Water,HIPPER HALL/CSO,WRA9216,1,,,6.38,6.0,59.64,Instrumentation Issue Impacted on availability - issue resolved WRA9216 1
Yorkshire Water,HIPPER STREET SOUTH/CSO,3533(SS),A1,,,0.01,1.0,99.72,3533(SS) A1
Yorkshire Water,HIRD STREET/NO 2 CSO,WRA8483,A1,,,17.9,7.0,99.99,WRA8483 A1
Yorkshire Water,HIRST LANE/CSO,27/21/0078,2,,,1527.18,98.0,98.66,27/21/0078 2
Yorkshire Water,HOLBECK HILL/CSO,WADC1018,A1,,,0.25,4.0,100.0,WADC1018 A1
Yorkshire Water,HOLDSWORTH ROAD/NO 2 CSO,WRA7512,1,,,0.77,2.0,100.0,WRA7512 1
Yorkshire Water,HOLGATE ROAD/NO 2 CSO,27/24/0288,A1,,,380.51,38.0,98.94,27/24/0288 A1
Yorkshire Water,HOLLIN DRIVE/CSO,WRA9149,A1,,,23.22,9.0,88.36,Instrumentation Issue Impacted on availability - issue resolved WRA9149 A1
Yorkshire Water,HOLLINS CLOSE/CSO,2299,3,,,0.0,0.0,0.0,Instrumentation Issue Impacted on availability - resolution ongoing 2299 3
Yorkshire Water,HOLLINS MILL LANE/CSO,WADC1021,A1,,,6.52,8.0,85.36,Instrumentation Issue Impacted on availability - resolution ongoing WADC1021 A1
Yorkshire Water,HOLLYM/STW,WRA8060,2,,,3190.85,164.0,100.0,WRA8060 2
Yorkshire Water,HOLMBRIDGE MILL/CSO,YWUCD2/55,1,,,0.0,0.0,3.04,Instrumentation Issue Impacted on availability - resolution ongoing YWUCD2/55 1
Yorkshire Water,HOLME BOTTOM/CSO,WRA9275,1,,,277.52,109.0,66.13,Instrumentation Issue Impacted on availability - resolution ongoing WRA9275 1
Yorkshire Water,HOLME LANE 313/CSO,1420,A1,,,8.07,12.0,94.45,1420 A1
Yorkshire Water,HOLME LANE SHEFFIELD/CSO,WRA8509,A1,,,2094.1,99.0,99.31,WRA8509 A1
Yorkshire Water,HOLME LANE SYPTE/CSO,WRA8514,A1,,,62.88,53.0,99.86,WRA8514 A1
Yorkshire Water,HOLME LANE/CSO,27/24/0188,2,,,0.0,0.0,100.0,27/24/0188 2
Yorkshire Water,HOLME ON SPALDING MR/STW,WA6385,2,,,5.09,4.0,99.99,WA6385 2
Yorkshire Water,HOLME ROAD/CSO,WRA8779,A1,,,389.48,77.0,99.45,WRA8779 A1
Yorkshire Water,HOLME WATER END FARM/CSO,WRA7897,1,,,2.84,2.0,93.07,WRA7897 1
Yorkshire Water,HOLMESFIELD/STW,876,3,,,461.72,56.0,99.32,876 3
Yorkshire Water,HOLMFIRTH BRIDGE LN/CSO,WRA9270,A1,,,35.98,2.0,19.71,Instrumentation Issue Impacted on availability - issue resolved WRA9270 A1
Yorkshire Water,HOLMPTON/STW,WRA8395,2,,,314.38,123.0,99.43,WRA8395 2
